GDP_Rate,Life_expectancy,Murder,Population_Growth,Inflation_Rate,Fuel_Exports,Agriculture_Exports,Manufacturing_Exports,Merchandise_Exports
,39.558,,2.479516591,,,,,230
,42.374,,3.987886048,,,,,1202
5.533804396,67.686,,1.606684604,30.63044137,,,,3930.7
,70.519,,0.481936625,,,,,
4.105459418,72.23609756,,2.531220259,16.4054576,,,,11015.9
,69.756,,0.642585338,,,,,86.0341
8.153938685,60.513,,2.364459527,34.80018569,,,,7951
,28.04,,1.122636655,,,,,19
,73.23756098,,1.396021669,15.19809743,,,,34507.6
2.310000003,63.134,,2.065955013,0.277735673,,,,7107.89
0.984491816,71.707,,1.536634618,11.85888112,,,,2660
11.20850963,60.258,,2.808791611,52.47955888,,,,1123.5
4.300919143,72.60487805,,0.720023852,11.82165351,,,,46259.3
0.890068741,71.19541463,,0.038969223,7.275290202,,,,89368.4
1.185336255,50.374,,2.331906417,16.66751573,,,,3926.4
,71.66170732,,2.975426108,35.49811447,,,,1824.8
5.500141101,72.73439024,,0.654388936,20.24637988,,,,30464.7
5.77682723,63.378,,2.874440397,23.11210095,,,,2957.69
5.596049945,54.066,,2.116192076,23.89823584,,,,1707.74
3.923010202,74.75365854,,0.620349415,11.37113673,,,,6281.94
9.386834919,56.994,,2.708053712,15.23343533,,,,1503.3
3.394606379,63.185,,2.833417716,32.59974142,,,,2724.91
5.618785814,72.9697561,,1.09260761,15.94510943,,,,7090.98
-2.484404003,72.52439024,,0.06305921,15.03444716,,,,38196.6
-0.540551652,71.95609756,,0.913660196,8.983063068,,,,99437
,60.112,,2.236503082,,,,,25
,43.923,,-1.39341634,,,,,694
-4.400001219,44.404,,3.524002469,,1528.363089,100.315363,220.648505,1856
-5.189789141,69.777,,1.571941814,106.364099,782.297622,6563.483263,1794.027091,9143
,72.538,,0.769119805,,8507.709846,,,
3.338807333,74.66341463,,1.586852569,9.524514667,70.683231,9319.038285,3499.316989,21477
-1.899751571,72.618,,0.359117938,,3354.999411,45.946409,125.412507,195
-4.25,62.976,,2.355192712,107.2140338,,11494.31234,8106.445781,23293
,33.342,,0.834453451,,17833.50207,,,10
,75.46341463,,1.233397255,10.77663486,6039,15359.06394,34480.2328,72726
5.112761091,67.26,,1.280952344,2.299815098,,4457,10612,22007
19.68833433,74.004,,0.50064039,-2.536947713,1345.058686,,,5406
5.61286412,64.089,,2.575940797,15.49144586,8016.683545,750.084848,72.797771,2451.4
1.069019839,74.3,,0.486055129,11.69571584,11817.124,19605.20517,73259.04249,106424
0.529240557,72.95039024,,0.152308489,4.175238767,496.153446,12475.87301,147376.349,176047
6.006203626,54.268,,2.323758727,10.82758198,134.783076,2840.702996,4935.159993,8295.3
,74.26097561,,1.991385694,124.6213608,5918.459465,951.136952,4576.629802,5670
0.844227607,74.35390244,,0.12005432,18.78722596,15855.31135,6671.986811,62578.45883,77070
8.525606663,67.031,,2.400447869,26.00945817,1013.19465,2150.195707,5264.16525,23307
-1.74343493,58.339,,2.420214242,9.470476914,,652.518,653.816976,2386
1.598274364,75.86902439,,0.344079656,12.87923385,10757.84377,1698.707684,5461.042555,18217.3
5.552041815,60.804,,2.464233418,65.33058094,1499.385883,450.077213,385.995986,3255
3.422208738,63.87,,2.739069844,11.70313893,914.466664,2247.626151,2492.907185,5655
-0.132468611,75.52853659,,0.710878011,12.35119229,,4151.392226,14239.6678,20334
-0.787743816,74.02682927,,0.034821732,11.5504254,1930.080338,8920.590057,67819.69442,102244
2.537719307,74.0097561,,0.981415437,9.336242988,23023.8404,52323.35014,155527.6261,238715
,67.942,,2.260406813,,17361.87543,,,401
,50.331,4.099397334,4.47695438,,,,,235.1
-3.450098685,45.306,4.099397334,3.378411204,0.300902727,3898.608,9.257,2.388,3910
-2.467213778,71.594,4.099397334,1.452964749,,1287.198033,7482.066,3570.818,12353
3.961401727,73.468,4.099397334,1.816829615,,16961.91057,,,155.47486
3.5735069,76.99463415,2.205110668,1.479978016,6.118566796,58.892302,11875.32511,7097.17945,39752
-3.307593308,74.704,13.03016483,0.373204962,,4979.762944,58.784,92.427,216
-4.35,66.343,19.66480208,1.811518838,,,9778.651552,16136.56936,31414
,53.595,4.099397334,3.218335816,,23413.85357,,,86
,77.42195122,2.385506317,1.507660673,3.423340044,6558.883224,22338.52189,73314.3193,127629
3.920251368,69.145,4.099397334,1.467303211,5.724589743,,10059.82,44312.311,62091
-2.948564945,74.638,4.099397334,0.881662573,5.261274572,1412.783431,,,5100
3.679914053,68.899,8.718659133,2.364382033,5.813629203,10772.66007,1235.953,63.03,2714.3
2.923935081,76.6,2.39116827,0.508741657,2.670432337,16020.63903,37101.23,161308.11,216588
5.255006083,75.2277561,1.177676257,0.861969449,3.396643509,1553.31272,24620.688,375650.798,421100
5.533454561,57.865,5.057039129,2.076089204,10.66830385,272.873852,3505.5086,12523.2796,17969.1
,76.60731707,3.304597572,3.094603009,15.93206613,6276.669411,1327.428946,10430.21095,12080
1.985774943,76.97073171,3.144707171,0.083708573,8.914063408,11361.40846,11858.274,148082.521,170304
5.175768387,70.866,17.26525939,1.893130261,28.13049291,791.734513,3466.086395,25258.12256,40711
3.411812226,64.732,0.358763035,1.838166675,7.694359622,0.311173,1228.344,2211.066,4265
1.932419827,76.53731707,1.106589008,0.344151413,3.811429996,19734.47452,3076.865319,11132.09945,34047.2
-4.982563536,66.165,4.099397334,2.093396569,,1833.64616,789.00382,590.71739,3279.809191
3.082672529,66.366,14.99470823,2.543416989,12.97128127,843.472795,1682.815,5590.712205,8117
3.781393378,76.83756098,1.234507228,0.101828843,7.326251168,,9368.297,41677.537,55642
0.73375552,75.8804878,1.24871696,0.298930554,7.888311909,4297.184039,14960.632,146708.33,185172
1.885964957,75.21463415,9.296355416,1.12965052,3.699156703,19804.95512,59403.6905,290485.7633,393592
5.100918139,70.551,4.099397334,2.138677878,42.09509813,24012.57651,,,2404.039
3.924983822,53.243,4.361723132,2.268273041,2.179103285,0,310.846746,186.956773,540.066
11.16999999,74.952,5.915645195,3.710554891,19.68156235,62721.21413,23.56278,1153.828745,63914
4.057233103,74.725,4.932815059,0.992570476,23.17116498,8802.862992,37510.74463,21583.56318,70018.3
1.833430856,59.93,4.361723132,0.134262662,14.27570645,111839,26.66188,66.427813,5456.201117
3.577014878,81.39512195,1.223497165,2.00402174,4.536310854,156.3402,26133.52932,28972.47565,187256.679
0.6400985,72.966,26.10785059,0.445720486,1.445173653,44020,110.97051,219.237974,487.795
5.094195448,78.184,8.215870204,0.994310572,8.778395153,121.473882,61398,86405,195764.6242
6.691577475,73.546,1.350802572,1.479373723,12.25378661,161472.6717,68.059611,4153.640945,4708.01
1.007622695,65.394,2.398472756,1.082907116,4.004975858,55259.50215,54136.67017,214091.7409,456470.923
9.65067892,80.69512195,1.841762155,0.512386932,7.827406952,,42258.31566,1331387.894,1430693
4.116828042,73.835,1.094217934,-0.125773248,-0.344532567,11843.18166,,,3957.447
6.3571306,74.705,17.93510341,1.65919151,13.8473189,49559.26484,5415.908792,1468.407107,18818.3255
0.25494596,79.73658537,1.025093816,0.558843467,2.379119109,84275.55884,75955.96582,480663.7333,616240.1232
0.959879134,78.15,4.583083971,-0.190142845,0.838791683,44546.97097,86959.55392,1234121.887,1446171.447
3.08669806,80.95121951,1.709199138,1.464889915,8.664665347,1398.472,21251.042,113148.3955,194828.3
3.45885767,81.48536585,1.043750703,1.776579106,2.427106243,37754.98541,2113.64,56369.867,60825.1
-0.962012841,75.194,12.63905213,0.662469253,2.480577356,57836.591,41051.57302,456422.8693,542748.0799
1.143584587,73.826,4.361723132,1.495369098,6.001252742,3987.775961,17075.469,212100.104,291264.809
5.923277686,80.59268293,0.712636769,1.190234661,4.530497095,5361.39587,3743.650302,12550.11531,20344.848
0.476345013,69.515,6.402501719,1.246333015,10.43366077,128866.8972,8303.537133,28959.23322,171764.345
9.126568301,81.17560976,0.883461047,0.80594339,1.103276292,16332.69732,5278.399734,4119.899636,31018.54141
4.344487305,79.6,1.226162681,1.65996399,7.549059634,4154.915581,3961.33541,40541.66154,49077.54051
0.887145182,81.21463415,1.64123616,1.595330499,2.135441392,13210.5678,43777.09685,206107.0707,281493.1987
-0.239638085,65.794,3.831111722,0.787032622,2.82238757,28828.02214,29550.09494,327506.9235,477475.4961
0.122188443,78.03902439,5.425291053,0.945865287,1.961612383,82829.71465,140160.8736,973394.0837,1287442
5.661771208,74.625,1.266183495,0.959836735,22.67331618,125954.5586,14559.92292,34126.16658,62685
